TRT01A,AETERM,AEBODSYS,param,value,sub_col_label,AETERM_ORD,AEBODSYS_ORD
Xanomeline Low Dose,DYSPHAGIA,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,238,5
Xanomeline Low Dose,DYSPHAGIA,GASTROINTESTINAL DISORDERS,N_tot,1,AEs,238,5
Xanomeline Low Dose,DYSPHAGIA,GASTROINTESTINAL DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,238,5
Xanomeline Low Dose,DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,89,4
Xanomeline Low Dose,DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,89,4
Xanomeline Low Dose,DYSPHONIA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,89,4
Xanomeline Low Dose,DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,63,4
Xanomeline Low Dose,DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,63,4
Xanomeline Low Dose,DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,63,4
Xanomeline Low Dose,DYSURIA,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,209,9
Xanomeline Low Dose,DYSURIA,RENAL AND URINARY DISORDERS,N_tot,1,AEs,209,9
Xanomeline Low Dose,DYSURIA,RENAL AND URINARY DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,209,9
Xanomeline Low Dose,ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,N,1,N_and_N_pct,122,14
Xanomeline Low Dose,ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,N_tot,2,AEs,122,14
Xanomeline Low Dose,ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,122,14
Xanomeline Low Dose,ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,N,1,N_and_N_pct,197,14
Xanomeline Low Dose,ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,N_tot,1,AEs,197,14
Xanomeline Low Dose,ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,197,14
Xanomeline Low Dose,ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,N,1,N_and_N_pct,163,14
Xanomeline Low Dose,ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,N_tot,1,AEs,163,14
Xanomeline Low Dose,ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,163,14
Xanomeline Low Dose,ENURESIS,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,229,9
Xanomeline Low Dose,ENURESIS,RENAL AND URINARY DISORDERS,N_tot,1,AEs,229,9
Xanomeline Low Dose,ENURESIS,RENAL AND URINARY DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,229,9
Xanomeline Low Dose,EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,48,4
Xanomeline Low Dose,EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,48,4
Xanomeline Low Dose,EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,48,4
Xanomeline Low Dose,ERYTHEMA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,15,N_and_N_pct,4,3
Xanomeline Low Dose,ERYTHEMA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,24,AEs,4,3
Xanomeline Low Dose,ERYTHEMA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.15625,N_and_N_pct,4,3
Xanomeline Low Dose,EXCORIATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,118,16
Xanomeline Low Dose,EXCORIATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,2,AEs,118,16
Xanomeline Low Dose,EXCORIATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.010416666666666666,N_and_N_pct,118,16
Xanomeline Low Dose,FALL,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,2,N_and_N_pct,181,16
Xanomeline Low Dose,FALL,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,2,AEs,181,16
Xanomeline Low Dose,FALL,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.020833333333333332,N_and_N_pct,181,16
Xanomeline Low Dose,FATIGUE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,5,N_and_N_pct,25,2
Xanomeline Low Dose,FATIGUE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,5,AEs,25,2
Xanomeline Low Dose,FATIGUE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.052083333333333336,N_and_N_pct,25,2
Xanomeline Low Dose,FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,N,1,N_and_N_pct,234,12
Xanomeline Low Dose,FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,N_tot,1,AEs,234,12
Xanomeline Low Dose,FOOD CRAVING,METABOLISM AND NUTRITION DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,234,12
Xanomeline Low Dose,HEADACHE,NERVOUS SYSTEM DISORDERS,N,3,N_and_N_pct,52,13
Xanomeline Low Dose,HEADACHE,NERVOUS SYSTEM DISORDERS,N_tot,4,AEs,52,13
Xanomeline Low Dose,HEADACHE,NERVOUS SYSTEM DISORDERS,N_pct,0.03125,N_and_N_pct,52,13
Xanomeline Low Dose,HEMIANOPIA HOMONYMOUS,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,170,13
Xanomeline Low Dose,HEMIANOPIA HOMONYMOUS,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,170,13
Xanomeline Low Dose,HEMIANOPIA HOMONYMOUS,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,170,13
Xanomeline Low Dose,HOT FLUSH,VASCULAR DISORDERS,N,1,N_and_N_pct,156,18
Xanomeline Low Dose,HOT FLUSH,VASCULAR DISORDERS,N_tot,1,AEs,156,18
Xanomeline Low Dose,HOT FLUSH,VASCULAR DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,156,18
Xanomeline Low Dose,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,4,N_and_N_pct,78,3
Xanomeline Low Dose,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,5,AEs,78,3
Xanomeline Low Dose,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.041666666666666664,N_and_N_pct,78,3
Xanomeline Low Dose,HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,N,1,N_and_N_pct,222,21
Xanomeline Low Dose,HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,N_tot,2,AEs,222,21
Xanomeline Low Dose,HYPERSENSITIVITY,IMMUNE SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,222,21
Xanomeline Low Dose,HYPERTENSION,VASCULAR DISORDERS,N,2,N_and_N_pct,206,18
Xanomeline Low Dose,HYPERTENSION,VASCULAR DISORDERS,N_tot,3,AEs,206,18
Xanomeline Low Dose,HYPERTENSION,VASCULAR DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,206,18
Xanomeline Low Dose,HYPOTENSION,VASCULAR DISORDERS,N,1,N_and_N_pct,111,18
Xanomeline Low Dose,HYPOTENSION,VASCULAR DISORDERS,N_tot,1,AEs,111,18
Xanomeline Low Dose,HYPOTENSION,VASCULAR DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,111,18
Xanomeline Low Dose,INCONTINENCE,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,64,9
Xanomeline Low Dose,INCONTINENCE,RENAL AND URINARY DISORDERS,N_tot,1,AEs,64,9
Xanomeline Low Dose,INCONTINENCE,RENAL AND URINARY DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,64,9
Xanomeline Low Dose,INFLAMMATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,232,2
Xanomeline Low Dose,INFLAMMATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,232,2
Xanomeline Low Dose,INFLAMMATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,232,2
Xanomeline Low Dose,INFLUENZA,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,120,7
Xanomeline Low Dose,INFLUENZA,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,120,7
Xanomeline Low Dose,INFLUENZA,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,120,7
Xanomeline Low Dose,IRRITABILITY,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,145,11
Xanomeline Low Dose,IRRITABILITY,PSYCHIATRIC DISORDERS,N_tot,1,AEs,145,11
Xanomeline Low Dose,IRRITABILITY,PSYCHIATRIC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,145,11
Xanomeline Low Dose,JOINT DISLOCATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,65,16
Xanomeline Low Dose,JOINT DISLOCATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,1,AEs,65,16
Xanomeline Low Dose,JOINT DISLOCATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.010416666666666666,N_and_N_pct,65,16
Xanomeline Low Dose,LETHARGY,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,218,13
Xanomeline Low Dose,LETHARGY,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,218,13
Xanomeline Low Dose,LETHARGY,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,218,13
Xanomeline Low Dose,LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,34,7
Xanomeline Low Dose,LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,34,7
Xanomeline Low Dose,LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,34,7
Xanomeline Low Dose,MALAISE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,81,2
Xanomeline Low Dose,MALAISE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,81,2
Xanomeline Low Dose,MALAISE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,81,2
Xanomeline Low Dose,MALIGNANT FIBROUS HISTIOCYTOMA,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N,1,N_and_N_pct,221,23
Xanomeline Low Dose,MALIGNANT FIBROUS HISTIOCYTOMA,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N_tot,2,AEs,221,23
Xanomeline Low Dose,MALIGNANT FIBROUS HISTIOCYTOMA,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N_pct,0.010416666666666666,N_and_N_pct,221,23
Xanomeline Low Dose,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,35,9
Xanomeline Low Dose,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N_tot,1,AEs,35,9
Xanomeline Low Dose,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,35,9
Xanomeline Low Dose,MUSCLE SPASMS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,157,8
Xanomeline Low Dose,MUSCLE SPASMS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,1,AEs,157,8
Xanomeline Low Dose,MUSCLE SPASMS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,157,8
Xanomeline Low Dose,MUSCULAR WEAKNESS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,57,8
Xanomeline Low Dose,MUSCULAR WEAKNESS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,2,AEs,57,8
Xanomeline Low Dose,MUSCULAR WEAKNESS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,57,8
Xanomeline Low Dose,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N,2,N_and_N_pct,112,6
Xanomeline Low Dose,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N_tot,4,AEs,112,6
Xanomeline Low Dose,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,112,6
Xanomeline Low Dose,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,29,4
Xanomeline Low Dose,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,29,4
Xanomeline Low Dose,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,29,4
Xanomeline Low Dose,NASAL MUCOSA BIOPSY,INVESTIGATIONS,N,1,N_and_N_pct,58,14
Xanomeline Low Dose,NASAL MUCOSA BIOPSY,INVESTIGATIONS,N_tot,1,AEs,58,14
Xanomeline Low Dose,NASAL MUCOSA BIOPSY,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,58,14
Xanomeline Low Dose,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N,4,N_and_N_pct,53,7
Xanomeline Low Dose,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N_tot,9,AEs,53,7
Xanomeline Low Dose,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N_pct,0.041666666666666664,N_and_N_pct,53,7
Xanomeline Low Dose,NAUSEA,GASTROINTESTINAL DISORDERS,N,3,N_and_N_pct,71,5
Xanomeline Low Dose,NAUSEA,GASTROINTESTINAL DISORDERS,N_tot,5,AEs,71,5
Xanomeline Low Dose,NAUSEA,GASTROINTESTINAL DISORDERS,N_pct,0.03125,N_and_N_pct,71,5
Xanomeline Low Dose,NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,N,1,N_and_N_pct,94,14
Xanomeline Low Dose,NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,N_tot,2,AEs,94,14
Xanomeline Low Dose,NEUTROPHIL COUNT INCREASED,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,94,14
Xanomeline Low Dose,OEDEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,128,2
Xanomeline Low Dose,OEDEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,128,2
Xanomeline Low Dose,OEDEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.020833333333333332,N_and_N_pct,128,2
Xanomeline Low Dose,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,105,2
Xanomeline Low Dose,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,105,2
Xanomeline Low Dose,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,105,2
Xanomeline Low Dose,ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,90,7
Xanomeline Low Dose,ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,90,7
Xanomeline Low Dose,ONYCHOMYCOSIS,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,90,7
Xanomeline Low Dose,PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,83,2
Xanomeline Low Dose,PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,83,2
Xanomeline Low Dose,PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,83,2
Xanomeline Low Dose,PALPITATIONS,CARDIAC DISORDERS,N,2,N_and_N_pct,123,6
Xanomeline Low Dose,PALPITATIONS,CARDIAC DISORDERS,N_tot,2,AEs,123,6
Xanomeline Low Dose,PALPITATIONS,CARDIAC DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,123,6
Xanomeline Low Dose,PARAESTHESIA ORAL,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,203,13
Xanomeline Low Dose,PARAESTHESIA ORAL,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,203,13
Xanomeline Low Dose,PARAESTHESIA ORAL,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,203,13
Xanomeline Low Dose,PHARYNGOLARYNGEAL PAIN,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,30,4
Xanomeline Low Dose,PHARYNGOLARYNGEAL PAIN,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,30,4
Xanomeline Low Dose,PHARYNGOLARYNGEAL PAIN,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,30,4
Xanomeline Low Dose,PNEUMONIA,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,59,7
Xanomeline Low Dose,PNEUMONIA,INFECTIONS AND INFESTATIONS,N_tot,2,AEs,59,7
Xanomeline Low Dose,PNEUMONIA,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,59,7
Xanomeline Low Dose,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,23,N_and_N_pct,36,3
Xanomeline Low Dose,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,35,AEs,36,3
Xanomeline Low Dose,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.23958333333333334,N_and_N_pct,36,3
Xanomeline Low Dose,PRURITUS GENERALISED,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,31,3
Xanomeline Low Dose,PRURITUS GENERALISED,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,4,AEs,31,3
Xanomeline Low Dose,PRURITUS GENERALISED,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,31,3
Xanomeline Low Dose,PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,41,2
Xanomeline Low Dose,PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,41,2
Xanomeline Low Dose,PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,41,2
Xanomeline Low Dose,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,13,N_and_N_pct,43,3
Xanomeline Low Dose,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,18,AEs,43,3
Xanomeline Low Dose,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.13541666666666666,N_and_N_pct,43,3
Xanomeline Low Dose,RASH ERYTHEMATOUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,2,N_and_N_pct,10,3
Xanomeline Low Dose,RASH ERYTHEMATOUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,10,3
Xanomeline Low Dose,RASH ERYTHEMATOUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,10,3
Xanomeline Low Dose,RASH PRURITIC,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,139,3
Xanomeline Low Dose,RASH PRURITIC,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,139,3
Xanomeline Low Dose,RASH PRURITIC,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,139,3
Xanomeline Low Dose,RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,95,5
Xanomeline Low Dose,RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,N_tot,2,AEs,95,5
Xanomeline Low Dose,RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,95,5
Xanomeline Low Dose,RESTLESSNESS,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,219,11
Xanomeline Low Dose,RESTLESSNESS,PSYCHIATRIC DISORDERS,N_tot,2,AEs,219,11
Xanomeline Low Dose,RESTLESSNESS,PSYCHIATRIC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,219,11
Xanomeline Low Dose,RHINORRHOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,74,4
Xanomeline Low Dose,RHINORRHOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,2,AEs,74,4
Xanomeline Low Dose,RHINORRHOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,74,4
Xanomeline Low Dose,SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,60,2
Xanomeline Low Dose,SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,60,2
Xanomeline Low Dose,SECRETION DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,60,2
Xanomeline Low Dose,SHOULDER PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,2,N_and_N_pct,66,8
Xanomeline Low Dose,SHOULDER PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,2,AEs,66,8
Xanomeline Low Dose,SHOULDER PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,66,8
Xanomeline Low Dose,SINUS BRADYCARDIA,CARDIAC DISORDERS,N,7,N_and_N_pct,115,6
Xanomeline Low Dose,SINUS BRADYCARDIA,CARDIAC DISORDERS,N_tot,10,AEs,115,6
Xanomeline Low Dose,SINUS BRADYCARDIA,CARDIAC DISORDERS,N_pct,0.07291666666666667,N_and_N_pct,115,6
Xanomeline Low Dose,SKIN EXFOLIATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,186,3
Xanomeline Low Dose,SKIN EXFOLIATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,186,3
Xanomeline Low Dose,SKIN EXFOLIATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,186,3
Xanomeline Low Dose,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,6,N_and_N_pct,96,3
Xanomeline Low Dose,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,13,AEs,96,3
Xanomeline Low Dose,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.0625,N_and_N_pct,96,3
Xanomeline Low Dose,SKIN LACERATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,2,N_and_N_pct,67,16
Xanomeline Low Dose,SKIN LACERATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,2,AEs,67,16
Xanomeline Low Dose,SKIN LACERATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.020833333333333332,N_and_N_pct,67,16
Xanomeline Low Dose,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N,3,N_and_N_pct,106,13
Xanomeline Low Dose,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N_tot,5,AEs,106,13
Xanomeline Low Dose,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N_pct,0.03125,N_and_N_pct,106,13
Xanomeline Low Dose,STUPOR,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,151,13
Xanomeline Low Dose,STUPOR,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,151,13
Xanomeline Low Dose,STUPOR,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,151,13
Xanomeline Low Dose,SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,68,2
Xanomeline Low Dose,SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,68,2
Xanomeline Low Dose,SUDDEN DEATH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,68,2
Xanomeline Low Dose,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N,1,N_and_N_pct,188,6
Xanomeline Low Dose,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_tot,2,AEs,188,6
Xanomeline Low Dose,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,188,6
Xanomeline Low Dose,SUPRAVENTRICULAR TACHYCARDIA,CARDIAC DISORDERS,N,1,N_and_N_pct,198,6
Xanomeline Low Dose,SUPRAVENTRICULAR TACHYCARDIA,CARDIAC DISORDERS,N_tot,2,AEs,198,6
Xanomeline Low Dose,SUPRAVENTRICULAR TACHYCARDIA,CARDIAC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,198,6
Xanomeline Low Dose,SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,223,2
Xanomeline Low Dose,SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,223,2
Xanomeline Low Dose,SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,223,2
Xanomeline Low Dose,SYNCOPE,NERVOUS SYSTEM DISORDERS,N,5,N_and_N_pct,146,13
Xanomeline Low Dose,SYNCOPE,NERVOUS SYSTEM DISORDERS,N_tot,7,AEs,146,13
Xanomeline Low Dose,SYNCOPE,NERVOUS SYSTEM DISORDERS,N_pct,0.052083333333333336,N_and_N_pct,146,13
